quan,dien_tich_dat_m2,dien_tich_su_dung_m2,phong_ngu,nha_tam,gia
9,158.0,158.0,10.0,10.0,8.3
9,60.0,60.0,5.0,4.0,5.3
9,104.0,104.0,3.0,3.0,5.8
9,88.0,240.0,3.0,4.0,14.5
9,84.0,157.0,3.0,3.0,6.5
9,72.0,72.0,2.0,2.0,7.5
9,62.0,140.0,4.0,4.0,5.1
9,750.0,750.0,15.0,15.0,15.2
9,750.0,750.0,15.0,15.0,14.9
9,156.0,200.0,1.0,1.0,15.95
9,75.0,157.0,3.0,3.0,11.2
9,97.0,150.0,3.0,3.0,9.5
9,212.0,212.0,3.0,2.0,12.0
9,140.0,140.0,2.0,2.0,7.0
10,17.0,37.0,2.0,2.0,2.2
10,154.0,358.0,5.0,5.0,56.0
10,68.0,300.0,6.0,6.0,20.0
10,40.0,120.0,3.0,2.0,7.8
10,45.0,120.0,3.0,3.0,9.0
10,40.0,100.0,3.0,3.0,14.0
10,50.0,250.0,5.0,6.0,15.7
10,30.0,100.0,2.0,3.0,7.0
10,70.0,210.0,6.0,5.0,10.0
10,45.0,120.0,3.0,3.0,13.3
10,35.0,80.0,3.0,2.0,5.15
10,40.0,80.0,2.0,2.0,11.7
10,50.0,200.0,4.0,4.0,11.0
10,30.0,96.0,3.0,4.0,10.5
10,30.0,99.0,3.0,3.0,6.3
10,42.0,86.0,3.0,2.0,5.95
10,45.0,220.0,8.0,5.0,13.5
10,80.0,80.0,8.0,8.0,28.0
10,64.0,64.0,6.0,6.0,17.0
10,55.0,55.0,5.0,6.0,12.9
10,80.0,80.0,6.0,8.0,19.5
10,120.0,120.0,4.0,4.0,36.5
10,55.0,50.0,8.0,8.0,29.8
10,64.0,64.0,4.0,4.0,10.5
10,64.0,64.0,6.0,7.0,14.5
10,140.0,135.0,10.0,12.0,39.8
10,89.0,89.0,1.0,1.0,17.0
10,160.0,150.0,6.0,8.0,29.0
10,78.0,78.0,6.0,7.0,21.5
10,64.0,350.0,10.0,11.0,29.0
10,136.6,452.0,4.0,4.0,34.999
10,171.0,500.0,3.0,3.0,32.999
10,120.0,500.0,10.0,10.0,25.999
10,70.0,140.0,2.0,2.0,19.0
10,90.0,500.0,6.0,6.0,30.999
10,100.0,500.0,4.0,5.0,25.999
10,259.0,1357.0,7.0,7.0,59.999
10,107.0,500.0,8.0,4.0,29.0
10,143.1,400.0,5.0,5.0,32.5
10,123.0,749.0,7.0,7.0,59.0
10,55.0,400.0,6.0,6.0,46.0
10,100.0,650.0,20.0,21.0,37.0
10,172.0,500.0,6.0,6.0,39.0
10,135.0,600.0,20.0,20.0,45.0
10,373.0,1000.0,10.0,10.0,75.0
10,105.0,200.0,4.0,4.0,21.999
10,135.0,270.0,2.0,2.0,41.5
10,123.0,123.0,1.0,1.0,22.0
10,200.0,999.0,10.0,10.0,57.0
10,99.0,600.0,11.0,11.0,26.499
10,105.0,399.0,5.0,5.0,26.0
10,85.0,85.0,1.0,1.0,32.0
10,213.0,350.0,5.0,5.0,41.0
10,85.0,400.0,6.0,5.0,28.0
10,80.0,80.0,1.0,1.0,30.999
10,160.0,1500.0,10.0,10.0,108.0
10,100.0,500.0,12.0,12.0,37.0
10,112.0,200.0,3.0,2.0,20.5
10,260.0,1500.0,40.0,40.0,100.0
10,200.0,1050.0,30.0,30.0,73.0
10,150.0,600.0,5.0,6.0,43.0
10,300.0,700.0,4.0,4.0,78.0
10,72.0,300.0,7.0,8.0,21.0
10,171.0,499.0,4.0,4.0,32.0
10,110.0,400.0,6.0,4.0,28.0
10,150.0,300.0,5.0,5.0,38.0
10,55.0,55.0,8.0,8.0,10.45
10,137.0,330.0,5.0,5.0,60.0
10,117.0,317.0,5.0,5.0,50.0
10,180.0,180.0,2.0,2.0,12.6
10,255.0,647.0,5.0,5.0,110.0
10,45.0,210.0,8.0,4.0,13.5
10,138.0,138.0,3.0,3.0,11.8
10,89.0,540.0,6.0,6.0,45.0
10,25.0,80.0,3.0,3.0,5.47
10,154.0,360.0,5.0,5.0,60.0
10,56.0,224.0,5.0,4.0,9.8
10,52.0,52.0,2.0,3.0,11.8
10,67.0,536.0,13.0,13.0,26.5
10,40.0,160.0,4.0,3.0,9.2
10,40.0,40.0,4.0,5.0,8.3
10,30.0,30.0,3.0,4.0,7.0
10,62.0,62.0,5.0,6.0,20.0
10,135.0,160.0,1.0,1.0,32.0
10,100.0,500.0,4.0,5.0,30.0
10,260.0,300.0,8.0,8.0,68.0
10,136.0,136.0,4.0,4.0,59.0
10,510.0,1300.0,4.0,4.0,290.0
10,110.0,110.0,6.0,6.0,35.0
10,120.0,840.0,6.0,7.0,45.0
10,109.0,653.0,5.0,6.0,52.0
10,80.0,320.0,3.0,4.0,26.5
10,144.0,144.0,5.0,6.0,45.0
10,100.0,500.0,4.0,5.0,32.0
10,64.0,256.0,4.0,4.0,37.0
10,64.0,320.0,5.0,5.0,43.0
10,72.0,72.0,4.0,4.0,37.0
10,112.0,112.0,3.0,4.0,31.0
10,72.0,720.0,24.0,24.0,37.0
10,180.0,180.0,1.0,1.0,46.0
10,75.0,75.0,5.0,5.0,14.0
10,24.0,70.0,3.0,3.0,5.7
10,120.0,600.0,5.0,5.0,24.5
10,200.0,1500.0,2.0,2.0,195.0
10,105.0,110.0,5.0,5.0,28.0
10,212.0,212.0,2.0,2.0,54.0
10,306.0,306.0,3.0,2.0,30.0
10,214.0,1284.0,5.0,5.0,58.0
10,76.0,152.0,2.0,1.0,24.0
10,300.0,900.0,3.0,3.0,65.0
10,220.0,880.0,7.0,7.0,118.0
10,180.0,1620.0,9.0,9.0,90.0
10,303.0,303.0,7.0,7.0,88.0
10,263.0,263.0,3.0,3.0,42.0
10,43.0,90.0,2.0,2.0,7.4
10,43.0,130.0,3.0,3.0,9.1
10,18.0,72.0,3.0,3.0,4.35
10,30.0,150.0,3.0,4.0,5.5
10,55.0,220.0,5.0,5.0,10.6
10,45.0,130.0,3.0,3.0,11.0
10,27.0,54.0,1.0,2.0,6.0
10,35.0,35.0,4.0,3.0,6.5
10,163.0,1100.0,18.0,18.0,55.0
10,45.0,130.0,6.0,7.0,10.7
10,55.0,220.0,5.0,4.0,13.6
10,44.0,44.0,2.0,2.0,7.1
10,120.0,120.0,7.0,5.0,14.5
10,35.0,72.0,2.0,2.0,7.3
10,90.0,250.0,2.0,2.0,35.0
10,70.0,300.0,8.0,9.0,33.5
10,122.0,200.0,4.0,5.0,26.999
10,77.0,350.0,12.0,13.0,34.0
10,150.0,350.0,6.0,7.0,43.0
10,340.0,400.0,5.0,6.0,88.0
10,214.0,1200.0,15.0,17.0,69.0
10,54.0,200.0,5.0,5.0,25.0
10,33.0,165.0,4.0,4.0,8.8
10,52.0,300.0,11.0,11.0,9.9
10,15.0,40.0,2.0,2.0,2.95
10,62.0,100.0,3.0,3.0,8.5
10,56.0,2002.0,5.0,5.0,11.5
10,53.0,75.0,3.0,3.0,5.5
10,35.0,85.0,2.0,3.0,4.6
10,85.0,345.0,15.0,16.0,23.1
10,75.0,307.0,17.0,18.0,37.0
10,72.0,320.0,7.0,8.0,20.0
10,250.0,1100.0,3.0,3.0,145.0
10,34.0,40.0,4.0,4.0,7.5
10,85.0,345.0,15.0,15.0,23.1
10,83.0,320.0,12.0,12.0,14.999
10,154.0,814.0,4.0,4.0,80.0
10,30.0,60.0,3.0,2.0,2.29
10,36.0,72.0,3.0,2.0,3.15
10,40.0,80.0,3.0,2.0,3.8
10,100.0,400.0,4.0,5.0,12.89
10,51.0,100.0,2.0,2.0,11.79
10,45.0,90.0,2.0,2.0,6.19
10,90.0,300.0,4.0,5.0,11.5
10,54.0,145.0,4.0,3.0,5.49
10,54.3,150.0,3.0,3.0,3.45
10,61.0,122.0,3.0,2.0,3.45
10,56.0,112.0,3.0,2.0,2.45
10,60.0,60.0,5.0,5.0,10.3
10,16.0,40.0,2.0,2.0,2.9
10,21.0,40.0,2.0,2.0,2.85
10,40.0,100.0,3.0,3.0,6.0
10,15.0,40.0,2.0,2.0,3.5
10,98.0,450.0,11.0,11.0,17.8
10,70.0,70.0,4.0,3.0,11.9
10,21.0,63.0,3.0,4.0,4.5
10,45.0,148.0,4.0,4.0,10.5
10,102.0,68.0,6.0,6.0,12.0
10,65.0,300.0,6.0,6.0,19.8
10,45.0,150.0,4.0,3.0,9.799
10,70.0,100.0,2.0,2.0,19.678
10,29.0,50.0,2.0,2.0,6.456
10,38.0,120.0,3.0,2.0,10.8
10,65.0,300.0,5.0,5.0,19.8
11,60.0,100.0,2.0,2.0,6.6
11,67.0,180.0,3.0,3.0,23.5
11,90.0,90.0,12.0,12.0,44.0
11,60.0,60.0,6.0,7.0,15.3
11,39.0,78.0,2.0,2.0,6.6
11,68.0,68.0,6.0,6.0,13.1
11,92.0,234.0,3.0,3.0,70.0
11,60.0,183.0,4.0,5.0,28.0
11,305.0,305.0,8.0,8.0,180.0
11,270.0,270.0,5.0,5.0,29.19
11,202.0,202.0,5.0,5.0,140.0
11,52.0,52.0,5.0,2.0,10.0
11,52.0,52.0,3.0,3.0,8.7
11,64.0,190.0,4.0,5.0,10.8
11,36.0,72.0,2.0,2.0,6.8
11,54.0,54.0,6.0,5.0,9.7
11,64.0,64.0,4.0,5.0,10.8
11,92.0,220.0,3.0,2.0,7.5
11,49.0,150.0,2.0,2.0,6.5
11,43.0,78.0,3.0,3.0,8.15
11,37.0,100.0,4.0,3.0,6.4
11,55.0,105.0,3.0,2.0,7.9
11,110.0,500.0,12.0,13.0,44.0
11,62.5,62.5,2.0,2.0,6.9
11,59.0,56.0,7.0,8.0,9.599
11,61.0,261.0,5.0,5.0,23.0
11,79.0,120.0,3.0,2.0,15.5
11,39.0,145.0,5.0,5.0,4.78
11,32.4,72.0,3.0,3.0,1.79
11,304.0,1960.0,1.0,1.0,180.0
11,66.0,66.0,3.0,3.0,9.1
11,38.0,79.0,4.0,3.0,4.7
11,24.0,24.0,3.0,3.0,3.98
11,82.0,320.0,1.0,1.0,12.5
11,59.0,230.0,7.0,8.0,9.6
11,686.0,1350.0,4.0,2.0,102.0
11,47.0,47.0,4.0,3.0,8.8
11,48.0,48.0,3.0,2.0,1.3
11,60.0,296.0,6.0,6.0,13.5
11,60.0,370.0,8.0,8.0,22.5
11,132.0,169.0,3.0,2.0,11.3
11,56.0,245.0,10.0,10.0,9.7
11,86.0,450.0,5.0,6.0,28.0
11,44.0,100.0,3.0,2.0,6.5
11,63.0,146.0,3.0,3.0,13.8
11,92.0,144.0,4.0,4.0,11.0
11,50.0,149.0,4.0,4.0,12.2
11,80.0,160.0,2.0,2.0,13.0
11,50.0,268.0,5.0,6.0,12.0
11,56.0,156.0,4.0,4.0,14.9
11,185.0,568.0,7.0,7.0,25.0
11,40.0,126.0,3.0,4.0,11.8
11,118.0,236.0,4.0,4.0,10.5
11,64.0,139.0,3.0,2.0,14.5
11,188.0,404.0,8.0,10.0,25.0
11,223.0,628.0,5.0,6.0,60.0
11,63.0,196.0,5.0,5.0,12.0
11,31.0,62.0,2.0,2.0,3.75
11,35.0,35.0,3.0,4.0,7.9
11,42.0,42.0,1.0,1.0,11.9
11,8.7,8.7,1.0,1.0,1.999
11,103.0,500.0,5.0,4.0,26.5
11,12.0,12.0,1.0,1.0,1.39
11,60.0,270.0,6.0,5.0,18.2
11,27.0,87.0,2.0,4.0,3.6
11,56.0,150.0,3.0,3.0,13.5
11,64.0,300.0,6.0,7.0,18.0
11,32.0,32.0,2.0,1.0,8.0
11,52.0,150.0,4.0,3.0,9.2
11,71.2,71.2,4.0,4.0,3.2
11,57.5,57.5,3.0,3.0,3.75
11,72.0,72.0,4.0,4.0,3.35
11,68.0,68.0,3.0,3.0,4.2
11,72.0,72.0,5.0,5.0,3.15
11,65.0,65.0,3.0,3.0,3.1
11,80.0,80.0,4.0,3.0,3.75
11,76.0,76.0,4.0,3.0,4.25
11,90.0,90.0,3.0,4.0,4.5
11,58.0,116.0,3.0,3.0,1.08
11,60.0,120.0,3.0,3.0,1.12
11,57.0,114.0,3.0,3.0,1.15
11,60.0,120.0,3.0,3.0,0.815
11,54.0,54.0,2.0,3.0,2.65
11,60.0,180.0,3.0,3.0,0.92
11,59.0,118.0,2.0,2.0,0.915
11,23.0,23.0,2.0,2.0,2.65
11,60.0,121.0,3.0,3.0,1.29
11,62.0,124.0,3.0,3.0,1.15
11,40.0,50.0,4.0,3.0,5.6
11,21.0,21.0,2.0,2.0,2.6
11,45.0,45.0,6.0,5.0,9.0
11,28.0,28.0,2.0,2.0,3.5
11,56.0,168.0,4.0,3.0,0.941
11,60.0,180.0,4.0,3.0,1.15
11,53.0,193.0,6.0,5.0,19.5
11,50.0,100.0,2.0,2.0,12.8
11,40.0,158.0,7.0,7.0,8.8
11,31.0,120.0,4.0,3.0,5.8
11,50.0,189.0,7.0,7.0,8.2
11,32.0,96.0,4.0,3.0,8.6
11,52.0,198.0,6.0,5.0,8.6
11,62.0,104.0,3.0,3.0,1.87
11,60.0,120.0,3.0,3.0,1.15
11,41.0,41.0,3.0,3.0,6.8
11,53.0,212.0,5.0,4.0,7.3
11,92.0,184.0,2.0,2.0,12.0
11,60.0,120.0,3.0,3.0,1.15
11,58.0,116.0,2.0,2.0,1.08
11,56.0,180.0,5.0,4.0,8.0
11,52.0,52.0,3.0,31.0,1.088
11,100.0,200.0,5.0,6.0,15.4
11,100.0,350.0,6.0,5.0,14.6
11,100.0,200.0,3.0,3.0,18.0
11,53.0,100.0,3.0,2.0,13.0
11,56.0,210.0,4.0,3.0,12.0
11,40.0,200.0,4.0,4.0,8.0
11,55.0,180.0,4.0,3.0,6.5
11,56.0,112.0,2.0,2.0,5.6
11,65.0,180.0,3.0,3.0,8.5
11,58.0,240.0,4.0,5.0,11.5
11,64.0,240.0,4.0,3.0,13.5
11,96.0,240.0,10.0,10.0,9.6
11,62.0,124.0,2.0,2.0,9.5
11,38.0,160.0,3.0,4.0,5.99
11,60.0,320.0,6.0,4.0,13.8
11,171.0,769.0,8.0,9.0,38.0
11,35.0,120.0,4.0,3.0,7.0
11,96.0,280.0,4.0,5.0,15.3
11,65.0,310.0,6.0,4.0,13.5
11,38.0,120.0,3.0,4.0,5.9
11,103.0,450.0,8.0,3.0,28.0
11,55.0,150.0,4.0,4.0,8.3
11,100.0,360.0,9.0,6.0,22.0
11,60.0,120.0,3.0,2.0,8.7
11,60.0,120.0,3.0,2.0,8.7
11,63.0,180.0,4.0,4.0,8.3
11,70.0,160.0,3.0,3.0,10.7
11,100.0,365.0,9.0,9.0,22.0
11,63.0,180.0,4.0,4.0,8.3
11,63.0,150.0,4.0,4.0,8.3
11,40.0,120.0,4.0,4.0,6.9
11,55.0,135.0,3.0,3.0,6.6
11,45.0,100.0,3.0,3.0,8.0
11,64.0,300.0,6.0,6.0,12.0
11,94.0,94.0,1.0,1.0,6.3
11,64.0,64.0,4.0,4.0,13.5
11,64.0,64.0,1.0,1.0,6.3
11,56.0,150.0,4.0,4.0,9.0
11,56.0,220.0,4.0,4.0,9.0
11,80.0,80.0,2.0,2.0,17.0
11,52.0,52.0,4.0,5.0,3.55
11,80.0,155.0,2.0,2.0,17.0
11,64.0,151.0,4.0,4.0,12.9
11,60.0,60.0,4.0,5.0,2.35
11,60.0,60.0,3.0,4.0,2.2
11,50.0,50.0,3.0,3.0,1.8
11,91.5,235.2,1.0,1.0,70.0
11,83.4,211.7,2.0,2.0,35.0
11,48.0,132.0,4.0,3.0,8.5
11,59.0,260.0,4.0,3.0,21.0
11,35.0,35.0,4.0,4.0,8.4
11,42.0,42.0,6.0,7.0,7.8
11,38.0,40.0,7.0,7.0,8.8
11,46.0,46.0,3.0,4.0,8.7
11,36.0,96.0,3.0,3.0,6.2
11,37.0,37.0,2.0,2.0,4.8
11,90.0,450.0,6.0,6.0,15.99
11,67.5,67.5,2.0,2.0,3.24
11,86.0,516.0,12.0,12.0,38.0
11,60.0,178.0,2.0,2.0,2.78
11,70.0,180.0,3.0,3.0,2.45
11,25.0,50.0,2.0,2.0,6.2
11,33.0,66.0,2.0,1.0,4.8
11,150.0,450.0,5.0,4.0,22.0
11,75.0,225.0,4.0,3.0,12.25
11,65.0,260.0,7.0,7.0,8.3
11,38.0,76.0,1.0,2.0,5.0
11,75.0,350.0,6.0,4.0,24.0
11,56.0,260.0,8.0,3.0,16.5
11,65.0,185.0,7.0,7.0,8.3
11,40.0,160.0,4.0,3.0,8.3
11,52.0,150.0,4.0,3.0,7.9
11,48.0,96.0,2.0,2.0,0.79
11,55.0,110.0,2.0,2.0,0.85
11,62.0,124.0,3.0,2.0,0.935
11,60.0,120.0,3.0,2.0,0.99
11,60.0,119.0,3.0,2.0,0.925
11,67.0,134.0,3.0,2.0,0.92
11,60.0,120.0,3.0,2.0,0.715
11,59.0,118.0,2.0,2.0,0.82
11,57.0,114.0,2.0,2.0,0.93
11,60.0,120.0,3.0,2.0,0.94
11,59.0,119.0,2.0,2.0,0.91
11,60.0,120.0,3.0,2.0,1.12
11,65.0,325.0,5.0,5.0,27.0
11,64.0,256.0,4.0,4.0,10.0
11,54.0,216.0,4.0,4.0,6.3
11,71.0,210.0,3.0,3.0,7.199
11,56.0,110.0,3.0,3.0,0.96
11,56.0,110.0,5.0,11.0,0.96
11,52.0,104.0,3.0,3.0,0.98
11,62.0,120.0,4.0,3.0,1.78
11,60.0,120.0,3.0,3.0,1.15
11,45.0,45.0,4.0,4.0,6.7
11,28.0,28.0,4.0,4.0,5.23
11,27.0,27.0,2.0,2.0,3.98
11,56.0,112.0,2.0,3.0,1.04
11,66.0,263.0,6.0,6.0,23.5
11,28.0,45.0,2.0,2.0,3.95
11,31.0,94.0,5.0,3.0,6.555
11,36.0,120.0,3.0,3.0,3.499
11,68.0,272.0,3.0,4.0,9.999
11,62.0,124.0,3.0,2.0,1.26
11,50.0,100.0,3.0,3.0,1.34
11,47.0,144.0,5.0,5.0,6.2
11,48.0,48.0,2.0,1.0,5.8
11,64.0,200.0,4.0,5.0,12.8
11,46.0,46.0,1.0,1.0,6.35
11,57.0,114.0,3.0,3.0,1.15
11,80.0,500.0,15.0,16.0,22.0
11,71.0,252.0,6.0,6.0,9.8
11,55.0,149.0,4.0,4.0,8.8
11,40.0,92.0,3.0,2.0,4.5
11,58.0,250.0,4.0,5.0,8.5
11,67.0,142.0,3.0,4.0,10.0
11,81.0,300.0,6.0,7.0,15.0
11,48.0,192.0,2.0,2.0,5.95
11,46.0,92.0,3.0,2.0,5.3
11,54.0,162.0,4.0,3.0,5.9
11,54.0,112.0,2.0,2.0,7.9
11,63.0,126.0,3.0,3.0,1.65
11,111.0,300.0,3.0,2.0,26.5
11,60.0,199.0,6.0,4.0,7.6
11,60.0,60.0,5.0,4.0,12.7
11,50.0,50.0,5.0,6.0,14.4
11,32.0,120.0,6.0,4.0,6.55
11,70.0,280.0,4.0,5.0,10.7
11,27.0,27.0,4.0,4.0,7.6
11,62.0,62.0,4.0,5.0,2.4
11,52.0,52.0,4.0,5.0,10.5
11,68.0,68.0,3.0,2.0,3.3
11,78.0,78.0,5.0,5.0,2.75
11,94.0,94.0,4.0,3.0,3.79
11,46.0,97.0,3.0,2.0,5.299
11,38.0,120.0,4.0,3.0,8.8
11,40.0,179.0,6.0,7.0,8.3
11,83.0,300.0,5.0,5.0,17.5
11,62.0,124.0,3.0,2.0,0.92
11,62.0,186.0,3.0,2.0,1.3
11,70.0,140.0,3.0,2.0,0.99
11,70.0,70.0,3.0,3.0,10.5
11,60.0,60.0,3.0,4.0,2.2
11,59.0,59.0,4.0,4.0,2.1
11,58.0,58.0,5.0,4.0,2.19
11,75.0,75.0,4.0,4.0,3.15
11,40.0,40.0,2.0,2.0,2.65
11,88.4,125.3,2.0,2.0,6.95
11,65.5,308.0,15.0,17.0,10.6
11,265.0,500.0,4.0,4.0,23.0
11,265.0,400.0,4.0,4.0,23.0
11,66.0,400.0,4.0,4.0,11.5
12,35.0,70.0,2.0,2.0,1.25
12,30.0,90.0,3.0,3.0,1.25
12,20.0,60.0,2.0,3.0,0.769
12,52.0,78.0,3.0,2.0,1.95
12,3550.0,3000.0,4.0,6.0,150.0
12,45.0,90.0,2.0,2.0,1.38
12,38.0,76.0,2.0,2.0,0.95
12,76.0,228.0,4.0,5.0,7.3
12,76.0,228.0,5.0,6.0,7.55
12,30.0,50.0,2.0,2.0,1.38
12,118.0,560.0,41.0,41.0,16.999
12,100.0,230.0,7.0,7.0,12.95
12,825.0,825.0,4.0,2.0,33.0
12,1226.0,1226.0,2.0,1.0,40.0
12,135.0,250.0,3.0,4.0,14.799
12,1316.0,1316.0,5.0,5.0,55.999
12,1309.0,1309.0,5.0,7.0,46.499
12,180.0,975.0,26.0,26.0,24.999
12,4760.0,23000.0,100.0,100.0,270.0
12,75.0,75.0,4.0,4.0,5.85
12,107.0,107.0,4.0,4.0,6.5
12,204.0,204.0,4.0,5.0,14.0
12,90.0,90.0,4.0,5.0,8.5
12,104.0,104.0,4.0,2.0,2.1
12,80.0,80.0,3.0,4.0,5.8
12,81.0,81.0,4.0,4.0,6.0
12,23.5,23.5,2.0,1.0,2.35
12,207.0,207.0,1.0,1.0,20.0
12,76.0,76.0,1.0,1.0,5.8
12,100.0,100.0,3.0,2.0,6.45
12,81.0,81.0,1.0,1.0,4.8
12,286.0,286.0,1.0,1.0,14.0
12,110.0,100.0,5.0,5.0,8.0
12,90.0,90.0,3.0,2.0,6.1
12,170.0,170.0,4.0,4.0,15.0
12,60.0,60.0,3.0,2.0,3.99
12,90.0,90.0,4.0,4.0,11.5
12,72.0,72.0,2.0,3.0,5.95
12,70.0,70.0,4.0,5.0,5.95
12,82.0,82.0,4.0,5.0,12.8
12,72.0,72.0,4.0,5.0,8.7
12,50.0,50.0,2.0,2.0,4.33
12,95.0,95.0,1.0,1.0,5.6
12,52.0,52.0,4.0,6.0,6.3
12,93.0,93.0,2.0,1.0,4.9
12,85.0,85.0,4.0,6.0,7.65
12,54.0,54.0,4.0,6.0,6.3
12,80.0,80.0,4.0,4.0,11.5
12,74.0,74.0,4.0,5.0,8.7
12,65.0,65.0,5.0,6.0,5.95
12,60.0,60.0,4.0,5.0,6.9
12,68.0,68.0,2.0,1.0,3.47
12,60.0,60.0,3.0,2.0,5.2
12,52.0,52.0,4.0,6.0,7.45
12,99.0,99.0,4.0,3.0,5.99
12,77.0,77.0,4.0,3.0,8.19
12,74.0,74.0,4.0,6.0,7.45
12,60.0,60.0,3.0,3.0,4.99
12,50.0,50.0,2.0,2.0,4.25
12,55.0,55.0,4.0,3.0,5.59
12,100.0,100.0,5.0,4.0,6.7
12,63.0,63.0,3.0,3.0,5.99
12,75.0,75.0,4.0,3.0,7.35
12,60.0,60.0,3.0,4.0,5.6
12,100.0,100.0,4.0,3.0,5.95
12,208.0,208.0,1.0,1.0,16.0
12,56.0,56.0,4.0,6.0,6.5
12,127.0,127.0,3.0,2.0,11.9
12,56.0,56.0,3.0,2.0,3.99
12,48.0,48.0,3.0,2.0,3.98
12,72.0,72.0,4.0,5.0,8.6
12,64.0,64.0,4.0,6.0,7.2
12,55.0,55.0,4.0,5.0,6.65
12,90.0,90.0,2.0,1.0,6.3
12,100.0,100.0,3.0,4.0,7.9
12,68.0,68.0,2.0,2.0,3.99
12,52.0,52.0,4.0,5.0,6.15
12,250.0,250.0,1.0,1.0,24.0
12,63.0,63.0,4.0,5.0,6.85
12,170.0,170.0,4.0,4.0,15.5
12,56.0,56.0,4.0,5.0,6.0
12,90.0,90.0,4.0,5.0,11.5
12,55.0,55.0,4.0,5.0,7.35
12,135.0,135.0,1.0,1.0,8.7
12,56.0,56.0,4.0,5.0,6.25
12,90.0,90.0,1.0,1.0,6.8
12,68.0,68.0,4.0,5.0,7.9
12,78.0,78.0,4.0,6.0,7.5
12,160.0,160.0,10.0,10.0,11.5
12,51.0,51.0,4.0,4.0,5.35
12,100.0,100.0,1.0,1.0,7.5
12,80.0,80.0,4.0,6.0,7.45
12,103.0,103.0,2.0,1.0,5.1
12,52.0,52.0,4.0,6.0,7.68
12,64.0,64.0,5.0,5.0,8.5
12,52.0,52.0,4.0,5.0,6.15
12,72.0,72.0,4.0,4.0,8.35
12,56.0,56.0,3.0,3.0,5.2
12,52.0,52.0,4.0,4.0,5.7
12,50.0,50.0,3.0,4.0,5.85
12,54.0,54.0,4.0,5.0,6.45
12,64.0,64.0,4.0,5.0,6.35
12,64.0,64.0,4.0,5.0,7.25
12,104.0,104.0,4.0,6.0,9.99
12,98.0,98.0,3.0,4.0,9.7
12,73.8,73.8,1.0,1.0,6.3
12,69.0,69.0,4.0,5.0,7.3
12,48.0,48.0,1.0,1.0,4.2
12,60.0,60.0,4.0,5.0,7.15
12,476.0,476.0,1.0,1.0,26.5
12,52.0,52.0,4.0,5.0,6.7
12,86.0,86.0,1.0,1.0,4.5
12,80.0,80.0,4.0,6.0,7.65
12,64.0,64.0,1.0,1.0,4.2
12,88.0,88.0,4.0,6.0,7.75
12,53.0,53.0,2.0,1.0,5.5
12,56.0,56.0,4.0,6.0,6.5
12,70.0,67.0,2.0,1.0,4.48
12,112.0,112.0,4.0,6.0,9.5
12,96.0,96.0,3.0,3.0,5.9
12,105.0,105.0,4.0,7.0,10.9
12,62.0,62.0,4.0,5.0,6.45
12,100.0,100.0,4.0,5.0,7.7
12,69.0,69.0,4.0,6.0,7.35
12,95.0,95.0,1.0,1.0,13.0
12,80.0,80.0,4.0,6.0,8.38
12,60.0,60.0,1.0,1.0,4.5
12,55.0,55.0,1.0,1.0,3.9
12,64.0,64.0,2.0,3.0,5.5
12,60.0,60.0,4.0,5.0,6.55
12,108.0,108.0,1.0,1.0,9.0
12,93.0,93.0,4.0,6.0,7.35
12,45.6,45.6,3.0,2.0,5.1
12,60.0,60.0,4.0,4.0,5.75
12,60.0,60.0,2.0,2.0,3.8
12,73.0,73.0,4.0,6.0,7.3
12,56.0,56.0,1.0,1.0,4.1
12,75.0,75.0,4.0,5.0,10.9
12,55.0,55.0,3.0,2.0,4.5
12,60.0,60.0,4.0,5.0,7.5
12,80.0,80.0,4.0,6.0,7.7
12,157.0,157.0,1.0,1.0,12.5
12,72.0,72.0,4.0,5.0,8.19
12,105.0,105.0,1.0,1.0,14.5
12,52.0,52.0,4.0,6.0,7.55
12,673.0,673.0,2.0,2.0,60.0
12,390.0,2100.0,6.0,6.0,62.0
12,56.0,210.0,4.0,5.0,6.0
12,76.0,239.0,5.0,5.0,6.39
12,590.0,678.0,2.0,1.0,49.0
12,86.0,339.0,5.0,6.0,7.689999999999999
12,100.0,100.0,11.0,10.0,6.0
12,53.0,53.0,4.0,2.0,3.85
12,56.0,56.0,3.0,2.0,3.38
12,90.0,90.0,3.0,1.0,4.95
12,55.0,55.0,5.0,4.0,4.95
12,72.0,72.0,2.0,2.0,3.15
12,60.0,60.0,3.0,2.0,3.45
12,60.0,60.0,3.0,2.0,4.85
12,72.0,72.0,3.0,2.0,5.36
12,90.0,90.0,2.0,3.0,6.2
12,44.0,44.0,2.0,2.0,4.35
12,27.0,27.0,2.0,2.0,2.48
12,88.0,88.0,3.0,2.0,7.85
12,72.0,72.0,3.0,2.0,6.3
12,82.0,82.0,3.0,2.0,5.85
12,60.0,60.0,2.0,2.0,5.35
12,1403.0,1400.0,1.0,4.0,64.999
12,169.0,169.0,1.0,1.0,12.2
12,825.0,800.0,4.0,2.0,32.999
12,999.0,1600.0,9.0,5.0,46.5
12,216.0,450.0,7.0,5.0,19.0
12,90.0,320.0,4.0,5.0,10.0
12,84.0,320.0,4.0,5.0,10.0
12,84.0,320.0,4.0,5.0,10.0
12,65.0,65.0,2.0,2.0,6.7
12,250.0,500.0,5.0,5.0,22.0
12,162.0,162.0,4.0,4.0,8.9
12,100.0,100.0,1.0,1.0,4.6
